server_id	tool	description	input_fields	siblings	label	check	hint_conflict
drewburchfield/help-scout-mcp-server/tools	listCustomerProperties	List customer property definitions. Use to interpret custom property values embedded on customer records.		searchConversations: Search and list conversations. Filter by status, date range, inbox, or tags, and search content with | getConversation: Get the raw Help Scout conversation object by ID. Optionally embeds threads for direct API parity; u | getConversationSummary: Get conversation summary with first customer message and latest staff reply | getThreads: Retrieve full message history for a conversation. Returns all thread messages. Set includeSystemActo | getServerTime: Get the current MCP host timestamp. Use before date-relative searches to calculate time ranges. | listAllInboxes: List all i			
libraz/grok-mcp	grok_imagine_image	Generate (or edit, when source_images is provided) images via Grok Imagine. Returns one or more image URLs (xAI-hosted; download promptly).		grok_ask: Send a text + optional image prompt to xAI Grok. Supports server-side X (Twitter) and web search via | grok_list_models: List xAI model IDs available to your API key. | grok_imagine_video: Generate a video via Grok Imagine. By default this blocks until the video is ready (polling every 5s | grok_imagine_video_status: Check the status of an in-progress video generation by request_id. | grok_estimate_cost: Estimate USD cost for a Grok API call given a model ID and token/image/video counts. Uses a static p			
EverMind-AI/EverOS	evermem_search	Search past conversation memories. Returns summaries with dates and relevance scores. Use when user asks about previous work, decisions, or context from past sessions. Params: quer					
aadeshrao123/Unreal-MCP	duplicate_material_expression	Duplicate a node (same type and properties, offset from original).	material_path,node_index,offset_x,offset_y	find_assets: Search the Asset Registry by class, path, and/or name pattern. | list_assets: List assets in a Content Browser directory. | open_asset: Open an asset in the UE5 editor (blueprint, material, data table, widget, etc.). | get_asset_info: Get asset metadata: class, package, and key properties. | get_asset_properties: Get all editable properties of an asset. | set_asset_property: Set a property on an asset. | find_references: Find assets that reference or are referenced by the given asset. | duplicate_asset: Duplicate an asset to a new location. | rename_asset: Rename or move an asset.			
drewburchfield/help-scout-mcp-server/prompts	status	Optional: Filter by conversation status (active, pending, closed, spam)		helpscout-best-practices: Essential workflow guide for using Help Scout MCP effectively - START HERE for correct search patter | search-last-7-days: Search recent conversations across all inboxes from the last 7 days | inboxId: Optional: Specific inbox ID to search within | tag: Optional: Filter by specific tag | find-urgent-tags: Find conversations with urgent or priority tags | timeframe: Optional: Time period to search (e.g., | list-inbox-activity: Show activity in a given inbox over the last N hours | hours: Required: Number of hours to look back | includeThreads: Optional: Whether to incl			
imbenrabi/Financial-Modeling-Prep-MCP-Server/tools	getDCFValuation	Estimate the intrinsic value of a company with the FMP Discounted Cash Flow Valuation API. Calculate the DCF valuation based on expected future cash flows and discount rates.	symbol	getAnalystEstimates: Retrieve analyst financial estimates for stock symbols with the FMP Financial Estimates API. Access  | getRatingsSnapshot: Quickly assess the financial health and performance of companies with the FMP Ratings Snapshot API.  | getHistoricalRatings: Track changes in financial performance over time with the FMP Historical Ratings API. This API provi | getPriceTargetSummary: Gain insights into analysts | getPriceTargetConsensus: Access analysts | getPriceTargetNews: Stay informed with real-time updates on analysts | getPriceTargetLatestNews: Stay updated with the most recent a			
sandraschi/readly-mcp/readly_mcp	open_latest_issue	Search Readly and open the latest issue for a magazine by name.	magazine_name	open_readly_browser: Opens the browser and navigates to Readly. Auto-logs in if READLY_AUTH_TOKEN env var is set. | smart_scrape: Starts the scraping process in the background. | get_status: Returns the current status of the scraping job. | stop_scrape: Stops the current scraping job gracefully. | read_all_articles: Batch-extract full text for articles on the current issue page. | list_articles: Parse the current Readly magazine page and extract article titles + URLs. | extract_article_text: Extract the full text of an article from the current magazine issue by index. | search_magazines: Searc			
ComposioHQ/composio	search_tools	Tool Server Info: Composio connects 500+ apps—Slack, GitHub, Notion, Google Workspace (Gmail, Sheets, Drive, Calendar), Microsoft (Outlook, Teams), X/Twitter, Figma, Web Search / D		get_tool_schemas: Retrieve input schemas for tools by slug. Returns complete parameter definitions required to execute | manage_connections: Create or manage connections to user's apps. Returns a branded authentication link that works for OA | multi_execute_tool: Fast and parallel tool executor for tools discovered through COMPOSIO_SEARCH_TOOLS. Use this tool to | remote_bash_tool: Execute bash commands in a REMOTE sandbox for file operations, data processing, and system tasks. Es | remote_workbench: Process **REMOTE FILES** or script BULK TOOL EXECUTIONS using Python code IN A REMOTE SANDBOX.			
alibaba/page-agent/mcp	execute_task	Execute a task in user's browser.		get_status: Check the current status of the Page Agent hub. | stop_task: Stop the currently running browser automation task.			
CursorTouch/Windows-MCP/windows_mcp	multi_select_tool		locs,labels,press_ctrl	app_tool: (no usable description) | clipboard_tool: (no usable description) | display_inventory_tool: (no usable description) | file_system_tool: (no usable description) | click_tool: (no usable description) | type_tool: (no usable description) | scroll_tool: (no usable description) | move_tool: (no usable description) | shortcut_tool: (no usable description) | wait_tool: (no usable description) | wait_for_tool: (no usable description) | multi_edit_tool: (no usable description) | notification_tool: (no usable description)			
max-rousseau/asc-mcp/asc_feedback_mcp	get_crash_log	Fetch the crash log for one crash feedback submission.	submission_id	list_screenshot_feedback: List the most recent TestFlight screenshot feedback submissions for an app. | list_crash_feedback: List the most recent TestFlight crash feedback submissions for an app. | download_screenshot: Download a TestFlight feedback screenshot and return it as image content.			
OpenBMB/UltraRAG/benchmark	get_data	Load benchmark data from file with key mapping and optional shuffling.	benchmark				
Taoidle/plan-cascade/plan_cascade	write_file	Create a new file or completely overwrite an existing file with new content.		read_file: Read the contents of a file. Returns the file content with line numbers. | edit_file: Edit a file by replacing a specific string with new content. The old_string must be unique in the fi			
ChanMeng666/server-google-news	google_news_search	Search Google News for articles and news content. Results will be automatically categorized by topic.					
shadowcz007/mcp_server_exe/tools	user	store user					
ChromeDevTools/chrome-devtools-mcp/tools	get_heapsnapshot_edges	Loads a memory heapsnapshot and returns outgoing edges (references) for a specific node ID.		get_console_message: Gets a console message by its ID. You can get all messages by calling ${LIST_CONSOLE_MESSAGES_TOOL_N | emulate: Emulates various features on the target page. | install_extension: Installs a Chrome extension from the given path. | uninstall_extension: Uninstalls a Chrome extension by its ID. | list_extensions: Lists all the Chrome extensions installed in the browser. This includes their name, ID, version, and | reload_extension: Reloads an unpacked Chrome extension by its ID. | trigger_extension_action: Triggers the default action of an extension by its ID. | click: Clicks 			
0xkaz/edgenote-ai/routes	note_export	Export all notes (or filtered by query) as a single document for loading context	query,format,limit	note_create: Create a new note | note_read: Read a note by ID or title | note_update: Update an existing note | note_search: Full-text search across notes | note_list: List all notes | note_delete: Delete a note by ID | context_briefing: Get a comprehensive overview of this knowledge base — call this first when starting a new conversati | note_summarize: Summarize one or more notes. Provide a note ID for a single note, or omit to get a summary of recent			
bakhtiersizhaev/openevidence-mcp	oe_article_wait	Wait for an existing OpenEvidence article_id to finish, then return normalized fields. Use after oe_ask with wait_for_completion=false, especially for long research questions that 	article_id,timeout_sec,poll_interval_ms,include_raw	oe_auth_status: Check whether the saved OpenEvidence browser session is authenticated. Use before history/article/as | oe_history_list: List prior OpenEvidence articles from the authenticated account. Use only when the user asks to insp | oe_article_get: Fetch an OpenEvidence article by article_id. Use after history lookup or oe_ask returns an article I | oe_ask: Create an OpenEvidence research question, not medical advice or patient-specific diagnosis. For long			
CYB3RMX/Qu1cksc0pe	detect_language	Fingerprint the programming language(s) used to build a binary.	file_path,report,ai,ai_provider,timeout_seconds	analyze_file: Auto-detect a file's type and run Qu1cksc0pe's full static analysis on it. | analyze_document: Analyze a document/macro/VBScript-family file (.doc*, .xls*, .vbs, .vbe, .vba, .vb, .bas, .cls, .frm | analyze_archive: Analyze an archive file (.zip, .rar, .ace, ...): lists contents and scans nested files for IOCs/YARA | detect_packer: Check whether a binary (or every file in a folder) is packed with a known packer. | extract_iocs: Extract URLs, IP addresses and email addresses embedded in a file. | check_resources: Extract and inspect a PE file's embedded resources (icons, manifests,			
Anuj7411/sipcode/mcp	get_project_manifest	Return the Sipcode project manifest for a given directory. The manifest is a compressed <2k-token codebase map (file tree, hot files, framework fingerprint, detected patterns) gene		get_sipcode_info: Return the installed Sipcode version, the list of registered MCP tools, the Node runtime version, an | verify_sipcode_impact: Prove that Sipcode is actually saving the user tokens by A/B-comparing their token spend before vs a | list_recent_sessions: List the user | estimate_task_cost: Predict what a coding task will cost across models (Opus / Sonnet / Haiku) before the user runs it.  | get_proxy_stats: Return aggregated Sipcode proxy rewrite stats: total invocations, per-rewriter counts, and estimated | get_agent_score: Run Sipcode | get_session_stats: Return cross-session t			
hbarbosa02/alaz-mcp-nestjs/mcp	code-review-checklist	Review checklist based on project conventions	parameters,moduleName				
0x4m4/hexstrike-ai	display_system_metrics	Display current system metrics and performance indicators with visual formatting.		nmap_scan: Execute an enhanced Nmap scan against a target with real-time logging. | gobuster_scan: Execute Gobuster to find directories, DNS subdomains, or virtual hosts with enhanced logging. | nuclei_scan: Execute Nuclei vulnerability scanner with enhanced logging and real-time progress. | prowler_scan: Execute Prowler for comprehensive cloud security assessment. | trivy_scan: Execute Trivy for container and filesystem vulnerability scanning. | scout_suite_assessment: Execute Scout Suite for multi-cloud security assessment. | cloudmapper_analysis: Execute CloudMapper for AWS network visualiz			
zenml-io/mcp-zenml	get_project	Get detailed information about a specific project.	name_id_or_prefix,hydrate	diagnose_zenml_setup: Diagnose ZenML MCP server setup (env vars, connectivity, auth, versions). | get_step_logs: Get the logs for a specific step run. | list_users: List all users in the ZenML workspace. | get_user: Get detailed information about a specific user. | get_active_user: Get the currently active user. | get_active_project: Get the currently active project. | list_projects: List all projects in the ZenML workspace. | get_stack: Get detailed information about a specific stack. | easter_egg: Returns the ZenML MCP easter egg. | list_stacks: List all stacks in the ZenML workspace. | list			
awkoy/notion-mcp-server/tools	notion_describe						
AbdelStark/nostr-mcp	send_zap	Send a Lightning zap to a Nostr user		post_note: Post a new note to Nostr			
Lulu-The-Narwhal/lulu-ads	search						
southleft/company-docs-mcp	get_all_tags	Get a list of all available tags in the knowledge base		search_documentation: Search through the documentation knowledge base by query, category, or tags | search_chunks: Search through specific content chunks for detailed information | browse_by_category: Browse all entries in a specific category			
neo4j-contrib/mcp-neo4j/mcp-neo4j-cloud-aura-api	get_instance_details	Get details for one or more Neo4j Aura instances by ID.	instance_ids	list_instances: List all Neo4j Aura database instances. | get_instance_by_name: Find a Neo4j Aura instance by name and returns the details including the id. | create_instance: Create a new Neo4j Aura database instance. | update_instance_name: Update the name of a Neo4j Aura instance. | update_instance_memory: Update the memory allocation of a Neo4j Aura instance. | update_instance_vector_optimization: Update the vector optimization setting of a Neo4j Aura instance. | pause_instance: Pause a Neo4j Aura database instance. | resume_instance: Resume a paused Neo4j Aura database instance. | list_te			
GobinFan/python-mcp-server-client	get_docs	搜索给定查询和库的最新文档。	query,library				
alejooroncoy/campus-cli/providers	campus_get_weekly_schedule	Deprecated alias for banner_get_weekly_schedule. Use banner_get_weekly_schedule for new integrations.		banner_get_weekly_schedule: Get the student\'s UPC weekly class schedule from their Banner registrations. Returns classes groupe | uclass_list_recordings: List published UPC Class recordings for one Blackboard course. Uses the student\'s existing Campus S | uclass_search_transcript: Search a published Class transcript and return evidence windows with neighboring interventions and [ | uclass_read_transcript: Read the complete normalized native transcript of a published Class recording. Use only when the evi			
nbialk/enpal-pulse	explain-bill	Explain a household		daily-energy-flow: Live energy-flow snapshot for one household at a given moment of a day: how solar splits into self-u | best-time-to-run: Recommends the best time window today or tomorrow to run a flexible load (EV charging, washing machi			
ManSio/mscodebase-intelligence	ping	Детерминированный эхо-тул: проверяет эквивалентность stdio/HTTP на манер	prefix				
commerce-operations-foundation/juniper-commerce/lib	get_orders	Retrieve sales orders. Can filter by status or customer ID.		get_products: Search and browse the Juniper Commerce product catalog. Returns products with name, description, pri | get_product_variants: Get SKU-level variants for a product, including size, color, price, and SKU codes. ALWAYS call this  | get_inventory: Check real-time stock levels by SKU and warehouse. Requires a SKU code from get_product_variants. | get_customers: Look up customer records by email or type (individual, wholesale). | get_fulfillments: Track fulfillment status, shipping carrier, and tracking numbers for an order. | get_returns: Query return/RMA records, optionally filtered b			
AstyanM/mcp-data-science/mcp_data_science	elbow_plot	Elbow plot to find optimal number of clusters for K-Means.	columns,max_k,random_state,save_path,df_name	get_correlation: Compute pairwise correlation between two numeric columns. | get_value_counts: Value counts with percentages, sorted descending. Shows top_n values. | detect_outliers: Detect outliers in a numeric column. Methods: 'iqr' (threshold=IQR multiplier) | group_aggregate: GroupBy aggregation. Functions: mean, sum, count, min, max, median, std. | crosstab: Cross-tabulation of two categorical columns. Optional normalization (percentages). | add_row_index: Add or reset a numeric row index as a column. | group_aggregate_multi: GroupBy with multiple columns and multiple aggregation functio			
